date_bs,date_ad,day,metal,source_category,price_per_10g_source,price_per_tola_source,price_per_gram_calculated,price_per_kg_calculated,source_type,source_document_id,source_url,verification_status
2081/11/21,2025-03-05,Wednesday,silver,Silver,1672.0,1950.0,167.2,167200.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/22,2025-03-06,Thursday,gold,Gold,146350.0,170700.0,14635.0,14635000.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/22,2025-03-06,Thursday,silver,Silver,1702.0,1985.0,170.2,170200.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/23,2025-03-07,Friday,gold,Gold,145920.0,170200.0,14592.0,14592000.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/23,2025-03-07,Friday,silver,Silver,1706.0,1990.0,170.6,170600.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2083/02/24,2026-06-07,Sunday,gold,Gold,257890,300800,25789.0,25789000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/24,2026-06-07,Sunday,silver,Silver,4196.5,4895,419.65,419650.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/25,2026-06-08,Monday,gold,Gold,257115,299900,25711.5,25711500,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/25,2026-06-08,Monday,silver,Silver,4205.25,4905,420.52,420525.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/26,2026-06-09,Tuesday,gold,Gold,258830,301900,25883.0,25883000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/26,2026-06-09,Tuesday,silver,Silver,4222.5,4925,422.25,422250.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/27,2026-06-10,Wednesday,gold,Gold,250170,291800,25017.0,25017000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/27,2026-06-10,Wednesday,silver,Silver,4064.0,4740,406.4,406400.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/28,2026-06-11,Thursday,gold,Gold,245800,286700,24580.0,24580000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/28,2026-06-11,Thursday,silver,Silver,3986.5,4650,398.65,398650.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/29,2026-06-12,Friday,gold,Gold,250345,292000,25034.5,25034500,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/29,2026-06-12,Friday,silver,Silver,4149.5,4840,414.95,414950.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
,2026-08-31,Monday,gold,Fine Gold (9999),262860.0,306600.0,26286.01,26286008.23,fenegosida_api,FEN-API-2026-08-31,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-31,Monday,silver,Silver,4098.0,4780.0,409.81,409807.96,fenegosida_api,FEN-API-2026-08-31,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-09-01,Tuesday,gold,Fine Gold (9999),262430.0,306100.0,26243.14,26243141.29,fenegosida_api,FEN-API-2026-09-01,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-01,Tuesday,silver,Silver,4085.5,4765.0,408.52,408521.95,fenegosida_api,FEN-API-2026-09-01,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-02,Wednesday,gold,Fine Gold (9999),254885.0,297300.0,25488.68,25488683.13,fenegosida_api,FEN-API-2026-09-02,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-02,Wednesday,silver,Silver,3926.5,4580.0,392.66,392661.18,fenegosida_api,FEN-API-2026-09-02,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-03,Thursday,gold,Fine Gold (9999),261405.0,304900.0,26140.26,26140260.63,fenegosida_api,FEN-API-2026-09-03,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-03,Thursday,silver,Silver,4051.0,4725.0,405.09,405092.59,fenegosida_api,FEN-API-2026-09-03,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-04,Friday,gold,Fine Gold (9999),263545.0,307400.0,26354.6,26354595.34,fenegosida_api,FEN-API-2026-09-04,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-04,Friday,silver,Silver,4085.0,4765.0,408.52,408521.95,fenegosida_api,FEN-API-2026-09-04,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-06,Sunday,gold,Fine Gold (9999),260890.0,304300.0,26088.82,26088820.3,fenegosida_api,FEN-API-2026-09-06,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-06,Sunday,silver,Silver,4051.0,4725.0,405.09,405092.59,fenegosida_api,FEN-API-2026-09-06,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-07,Monday,gold,Fine Gold (9999),258830.0,301900.0,25883.06,25883058.98,fenegosida_api,FEN-API-2026-09-07,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-07,Monday,silver,Silver,4021.0,4690.0,402.09,402091.91,fenegosida_api,FEN-API-2026-09-07,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-08,Tuesday,gold,Fine Gold (9999),261830.0,305400.0,26183.13,26183127.57,fenegosida_api,FEN-API-2026-09-08,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-08,Tuesday,silver,Silver,4106.5,4790.0,410.67,410665.29,fenegosida_api,FEN-API-2026-09-08,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-09,Wednesday,gold,Fine Gold (9999),259260.0,302400.0,25925.93,25925925.93,fenegosida_api,FEN-API-2026-09-09,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-09,Wednesday,silver,Silver,4072.5,4750.0,407.24,407235.94,fenegosida_api,FEN-API-2026-09-09,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-10,Thursday,gold,Fine Gold (9999),262175.0,305800.0,26217.42,26217421.12,fenegosida_api,FEN-API-2026-09-10,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-10,Thursday,silver,Silver,4162.5,4855.0,416.24,416238.0,fenegosida_api,FEN-API-2026-09-10,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-11,Friday,gold,Fine Gold (9999),258060.0,301000.0,25805.9,25805898.49,fenegosida_api,FEN-API-2026-09-11,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-11,Friday,silver,Silver,3944.0,4600.0,394.38,394375.86,fenegosida_api,FEN-API-2026-09-11,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-13,Sunday,gold,Fine Gold (9999),259090.0,302200.0,25908.78,25908779.15,fenegosida_api,FEN-API-2026-09-13,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-13,Sunday,silver,Silver,3995.5,4660.0,399.52,399519.89,fenegosida_api,FEN-API-2026-09-13,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-14,Monday,gold,Fine Gold (9999),258060.0,301000.0,25805.9,25805898.49,fenegosida_api,FEN-API-2026-09-14,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-14,Monday,silver,Silver,3961.0,4620.0,396.09,396090.53,fenegosida_api,FEN-API-2026-09-14,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-15,Tuesday,gold,Fine Gold (9999),257290.0,300100.0,25728.74,25728738.0,fenegosida_api,FEN-API-2026-09-15,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-15,Tuesday,silver,Silver,3944.0,4600.0,394.38,394375.86,fenegosida_api,FEN-API-2026-09-15,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-16,Wednesday,gold,Fine Gold (9999),258745.0,301800.0,25874.49,25874485.6,fenegosida_api,FEN-API-2026-09-16,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-16,Wednesday,silver,Silver,4016.5,4685.0,401.66,401663.24,fenegosida_api,FEN-API-2026-09-16,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-17,Thursday,gold,Fine Gold (9999),256775.0,299500.0,25677.3,25677297.67,fenegosida_api,FEN-API-2026-09-17,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-17,Thursday,silver,Silver,3965.0,4625.0,396.52,396519.2,fenegosida_api,FEN-API-2026-09-17,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-18,Friday,gold,Fine Gold (9999),259860.0,303100.0,25985.94,25985939.64,fenegosida_api,FEN-API-2026-09-18,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-18,Friday,silver,Silver,4094.0,4775.0,409.38,409379.29,fenegosida_api,FEN-API-2026-09-18,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-20,Sunday,gold,Fine Gold (9999),261660.0,305200.0,26165.98,26165980.8,fenegosida_api,FEN-API-2026-09-20,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-20,Sunday,silver,Silver,4111.0,4795.0,411.09,411093.96,fenegosida_api,FEN-API-2026-09-20,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-21,Monday,gold,Fine Gold (9999),260545.0,303900.0,26054.53,26054526.75,fenegosida_api,FEN-API-2026-09-21,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-21,Monday,silver,Silver,4119.5,4805.0,411.95,411951.3,fenegosida_api,FEN-API-2026-09-21,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-22,Tuesday,gold,Fine Gold (9999),259090.0,302200.0,25908.78,25908779.15,fenegosida_api,FEN-API-2026-09-22,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-22,Tuesday,silver,Silver,4094.0,4775.0,409.38,409379.29,fenegosida_api,FEN-API-2026-09-22,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-23,Wednesday,gold,Fine Gold (9999),259175.0,302300.0,25917.35,25917352.54,fenegosida_api,FEN-API-2026-09-23,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-23,Wednesday,silver,Silver,4128.0,4815.0,412.81,412808.64,fenegosida_api,FEN-API-2026-09-23,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-24,Thursday,gold,Fine Gold (9999),256430.0,299100.0,25643.0,25643004.12,fenegosida_api,FEN-API-2026-09-24,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-24,Thursday,silver,Silver,3986.5,4650.0,398.66,398662.55,fenegosida_api,FEN-API-2026-09-24,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-25,Friday,gold,Fine Gold (9999),256000.0,298600.0,25600.14,25600137.17,fenegosida_api,FEN-API-2026-09-25,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-25,Friday,silver,Silver,3961.0,4620.0,396.09,396090.53,fenegosida_api,FEN-API-2026-09-25,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
