date_bs,date_ad,day,metal,source_category,price_per_10g_source,price_per_tola_source,price_per_gram_calculated,price_per_kg_calculated,source_type,source_document_id,source_url,verification_status
2081/11/21,2025-03-05,Wednesday,silver,Silver,1672.0,1950.0,167.2,167200.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/22,2025-03-06,Thursday,gold,Gold,146350.0,170700.0,14635.0,14635000.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/22,2025-03-06,Thursday,silver,Silver,1702.0,1985.0,170.2,170200.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/23,2025-03-07,Friday,gold,Gold,145920.0,170200.0,14592.0,14592000.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2081/11/23,2025-03-07,Friday,silver,Silver,1706.0,1990.0,170.6,170600.0,official_weekly_pdf,FEN-WEEKLY-2081-11-23,https://www.fenegosida.org/uploads/weekly/250307092202jj587f.pdf,verified
2083/02/24,2026-06-07,Sunday,gold,Gold,257890,300800,25789.0,25789000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/24,2026-06-07,Sunday,silver,Silver,4196.5,4895,419.65,419650.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/25,2026-06-08,Monday,gold,Gold,257115,299900,25711.5,25711500,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/25,2026-06-08,Monday,silver,Silver,4205.25,4905,420.52,420525.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/26,2026-06-09,Tuesday,gold,Gold,258830,301900,25883.0,25883000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/26,2026-06-09,Tuesday,silver,Silver,4222.5,4925,422.25,422250.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/27,2026-06-10,Wednesday,gold,Gold,250170,291800,25017.0,25017000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/27,2026-06-10,Wednesday,silver,Silver,4064.0,4740,406.4,406400.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/28,2026-06-11,Thursday,gold,Gold,245800,286700,24580.0,24580000,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/28,2026-06-11,Thursday,silver,Silver,3986.5,4650,398.65,398650.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/29,2026-06-12,Friday,gold,Gold,250345,292000,25034.5,25034500,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
2083/02/29,2026-06-12,Friday,silver,Silver,4149.5,4840,414.95,414950.0,official_weekly_pdf,260612100156q9yz49.pdf,https://www.fenegosida.org/uploads/weekly/260612100156q9yz49.pdf,verified
,2026-07-23,Thursday,gold,Fine Gold (9999),249745.0,291300.0,24974.28,24974279.84,fenegosida_api,FEN-API-2026-07-23,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-23,Thursday,silver,Silver,3862.5,4505.0,386.23,386231.14,fenegosida_api,FEN-API-2026-07-23,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-24,Friday,gold,Fine Gold (9999),244770.0,285500.0,24477.02,24477023.32,fenegosida_api,FEN-API-2026-07-24,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-24,Friday,silver,Silver,3729.5,4350.0,372.94,372942.39,fenegosida_api,FEN-API-2026-07-24,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-26,Sunday,gold,Fine Gold (9999),246140.0,287100.0,24614.2,24614197.53,fenegosida_api,FEN-API-2026-07-26,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-26,Sunday,silver,Silver,3781.0,4410.0,378.09,378086.42,fenegosida_api,FEN-API-2026-07-26,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-27,Monday,gold,Fine Gold (9999),247345.0,288500.0,24734.22,24734224.97,fenegosida_api,FEN-API-2026-07-27,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-27,Monday,silver,Silver,3811.0,4445.0,381.09,381087.11,fenegosida_api,FEN-API-2026-07-27,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-28,Tuesday,gold,Fine Gold (9999),243655.0,284200.0,24365.57,24365569.27,fenegosida_api,FEN-API-2026-07-28,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-28,Tuesday,silver,Silver,3695.0,4310.0,369.51,369513.03,fenegosida_api,FEN-API-2026-07-28,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-29,Wednesday,gold,Fine Gold (9999),242800.0,283200.0,24279.84,24279835.39,fenegosida_api,FEN-API-2026-07-29,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-29,Wednesday,silver,Silver,3703.5,4320.0,370.37,370370.37,fenegosida_api,FEN-API-2026-07-29,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-30,Thursday,gold,Fine Gold (9999),243485.0,284000.0,24348.42,24348422.5,fenegosida_api,FEN-API-2026-07-30,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-07-30,Thursday,silver,Silver,3695.0,4310.0,369.51,369513.03,fenegosida_api,FEN-API-2026-07-30,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-07,verified
,2026-08-03,Monday,gold,Fine Gold (9999),243485.0,284000.0,24348.42,24348422.5,fenegosida_api,FEN-API-2026-08-03,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-03,Monday,silver,Silver,3729.5,4350.0,372.94,372942.39,fenegosida_api,FEN-API-2026-08-03,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-04,Tuesday,gold,Fine Gold (9999),243315.0,283800.0,24331.28,24331275.72,fenegosida_api,FEN-API-2026-08-04,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-04,Tuesday,silver,Silver,3755.0,4380.0,375.51,375514.4,fenegosida_api,FEN-API-2026-08-04,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-05,Wednesday,gold,Fine Gold (9999),246915.0,288000.0,24691.36,24691358.02,fenegosida_api,FEN-API-2026-08-05,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-05,Wednesday,silver,Silver,3836.5,4475.0,383.66,383659.12,fenegosida_api,FEN-API-2026-08-05,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-06,Thursday,gold,Fine Gold (9999),253770.0,296000.0,25377.23,25377229.08,fenegosida_api,FEN-API-2026-08-06,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-06,Thursday,silver,Silver,3918.0,4570.0,391.8,391803.84,fenegosida_api,FEN-API-2026-08-06,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-07,Friday,gold,Fine Gold (9999),254545.0,296900.0,25454.39,25454389.57,fenegosida_api,FEN-API-2026-08-07,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-07,Friday,silver,Silver,3926.5,4580.0,392.66,392661.18,fenegosida_api,FEN-API-2026-08-07,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-09,Sunday,gold,Fine Gold (9999),258660.0,301700.0,25865.91,25865912.21,fenegosida_api,FEN-API-2026-08-09,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-09,Sunday,silver,Silver,3982.5,4645.0,398.23,398233.88,fenegosida_api,FEN-API-2026-08-09,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-10,Monday,gold,Fine Gold (9999),258490.0,301500.0,25848.77,25848765.43,fenegosida_api,FEN-API-2026-08-10,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-10,Monday,silver,Silver,4004.0,4670.0,400.38,400377.23,fenegosida_api,FEN-API-2026-08-10,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-11,Tuesday,gold,Fine Gold (9999),263975.0,307900.0,26397.46,26397462.28,fenegosida_api,FEN-API-2026-08-11,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-11,Tuesday,silver,Silver,4098.0,4780.0,409.81,409807.96,fenegosida_api,FEN-API-2026-08-11,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-12,Wednesday,gold,Fine Gold (9999),262945.0,306700.0,26294.58,26294581.62,fenegosida_api,FEN-API-2026-08-12,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-12,Wednesday,silver,Silver,4068.0,4745.0,406.81,406807.27,fenegosida_api,FEN-API-2026-08-12,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-13,Thursday,gold,Fine Gold (9999),262515.0,306200.0,26251.71,26251714.68,fenegosida_api,FEN-API-2026-08-13,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-13,Thursday,silver,Silver,4072.5,4750.0,407.24,407235.94,fenegosida_api,FEN-API-2026-08-13,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-14,Friday,gold,Fine Gold (9999),258575.0,301600.0,25857.34,25857338.82,fenegosida_api,FEN-API-2026-08-14,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-14,Friday,silver,Silver,3995.0,4660.0,399.52,399519.89,fenegosida_api,FEN-API-2026-08-14,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-16,Sunday,gold,Fine Gold (9999),261660.0,305200.0,26165.98,26165980.8,fenegosida_api,FEN-API-2026-08-16,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-16,Sunday,silver,Silver,4038.0,4710.0,403.81,403806.58,fenegosida_api,FEN-API-2026-08-16,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-17,Monday,gold,Fine Gold (9999),263030.0,306800.0,26303.16,26303155.01,fenegosida_api,FEN-API-2026-08-17,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-17,Monday,silver,Silver,4089.5,4770.0,408.95,408950.62,fenegosida_api,FEN-API-2026-08-17,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-18,Tuesday,gold,Fine Gold (9999),263030.0,306800.0,26303.16,26303155.01,fenegosida_api,FEN-API-2026-08-18,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-18,Tuesday,silver,Silver,4076.5,4755.0,407.66,407664.61,fenegosida_api,FEN-API-2026-08-18,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-19,Wednesday,gold,Fine Gold (9999),260715.0,304100.0,26071.67,26071673.53,fenegosida_api,FEN-API-2026-08-19,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-19,Wednesday,silver,Silver,3939.5,4595.0,393.95,393947.19,fenegosida_api,FEN-API-2026-08-19,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-20,Thursday,gold,Fine Gold (9999),268690.0,313400.0,26869.0,26868998.63,fenegosida_api,FEN-API-2026-08-20,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-20,Thursday,silver,Silver,4162.5,4855.0,416.24,416238.0,fenegosida_api,FEN-API-2026-08-20,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-21,Friday,gold,Fine Gold (9999),271520.0,316700.0,27151.92,27151920.44,fenegosida_api,FEN-API-2026-08-21,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-21,Friday,silver,Silver,4274.0,4985.0,427.38,427383.4,fenegosida_api,FEN-API-2026-08-21,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-23,Sunday,gold,Fine Gold (9999),273920.0,319500.0,27391.98,27391975.31,fenegosida_api,FEN-API-2026-08-23,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-23,Sunday,silver,Silver,4265.5,4975.0,426.53,426526.06,fenegosida_api,FEN-API-2026-08-23,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-24,Monday,gold,Fine Gold (9999),276665.0,322700.0,27666.32,27666323.73,fenegosida_api,FEN-API-2026-08-24,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-24,Monday,silver,Silver,4256.5,4965.0,425.67,425668.72,fenegosida_api,FEN-API-2026-08-24,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-25,Tuesday,gold,Fine Gold (9999),276235.0,322200.0,27623.46,27623456.79,fenegosida_api,FEN-API-2026-08-25,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-25,Tuesday,silver,Silver,4201.0,4900.0,420.1,420096.02,fenegosida_api,FEN-API-2026-08-25,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-26,Wednesday,gold,Fine Gold (9999),276150.0,322100.0,27614.88,27614883.4,fenegosida_api,FEN-API-2026-08-26,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-26,Wednesday,silver,Silver,4265.5,4975.0,426.53,426526.06,fenegosida_api,FEN-API-2026-08-26,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-27,Thursday,gold,Fine Gold (9999),275120.0,320900.0,27512.0,27512002.74,fenegosida_api,FEN-API-2026-08-27,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-27,Thursday,silver,Silver,4256.5,4965.0,425.67,425668.72,fenegosida_api,FEN-API-2026-08-27,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-28,Friday,gold,Fine Gold (9999),273060.0,318500.0,27306.24,27306241.43,fenegosida_api,FEN-API-2026-08-28,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-28,Friday,silver,Silver,4256.5,4965.0,425.67,425668.72,fenegosida_api,FEN-API-2026-08-28,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-30,Sunday,gold,Fine Gold (9999),264920.0,309000.0,26491.77,26491769.55,fenegosida_api,FEN-API-2026-08-30,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-30,Sunday,silver,Silver,4098.0,4780.0,409.81,409807.96,fenegosida_api,FEN-API-2026-08-30,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-31,Monday,gold,Fine Gold (9999),262860.0,306600.0,26286.01,26286008.23,fenegosida_api,FEN-API-2026-08-31,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-08-31,Monday,silver,Silver,4098.0,4780.0,409.81,409807.96,fenegosida_api,FEN-API-2026-08-31,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-08,verified
,2026-09-01,Tuesday,gold,Fine Gold (9999),262430.0,306100.0,26243.14,26243141.29,fenegosida_api,FEN-API-2026-09-01,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-01,Tuesday,silver,Silver,4085.5,4765.0,408.52,408521.95,fenegosida_api,FEN-API-2026-09-01,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-02,Wednesday,gold,Fine Gold (9999),254885.0,297300.0,25488.68,25488683.13,fenegosida_api,FEN-API-2026-09-02,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-02,Wednesday,silver,Silver,3926.5,4580.0,392.66,392661.18,fenegosida_api,FEN-API-2026-09-02,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-03,Thursday,gold,Fine Gold (9999),261405.0,304900.0,26140.26,26140260.63,fenegosida_api,FEN-API-2026-09-03,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-03,Thursday,silver,Silver,4051.0,4725.0,405.09,405092.59,fenegosida_api,FEN-API-2026-09-03,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-04,Friday,gold,Fine Gold (9999),263545.0,307400.0,26354.6,26354595.34,fenegosida_api,FEN-API-2026-09-04,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-04,Friday,silver,Silver,4085.0,4765.0,408.52,408521.95,fenegosida_api,FEN-API-2026-09-04,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-06,Sunday,gold,Fine Gold (9999),260890.0,304300.0,26088.82,26088820.3,fenegosida_api,FEN-API-2026-09-06,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-06,Sunday,silver,Silver,4051.0,4725.0,405.09,405092.59,fenegosida_api,FEN-API-2026-09-06,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-07,Monday,gold,Fine Gold (9999),258830.0,301900.0,25883.06,25883058.98,fenegosida_api,FEN-API-2026-09-07,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-07,Monday,silver,Silver,4021.0,4690.0,402.09,402091.91,fenegosida_api,FEN-API-2026-09-07,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-08,Tuesday,gold,Fine Gold (9999),261830.0,305400.0,26183.13,26183127.57,fenegosida_api,FEN-API-2026-09-08,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-08,Tuesday,silver,Silver,4106.5,4790.0,410.67,410665.29,fenegosida_api,FEN-API-2026-09-08,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-09,Wednesday,gold,Fine Gold (9999),259260.0,302400.0,25925.93,25925925.93,fenegosida_api,FEN-API-2026-09-09,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-09,Wednesday,silver,Silver,4072.5,4750.0,407.24,407235.94,fenegosida_api,FEN-API-2026-09-09,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-10,Thursday,gold,Fine Gold (9999),262175.0,305800.0,26217.42,26217421.12,fenegosida_api,FEN-API-2026-09-10,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-10,Thursday,silver,Silver,4162.5,4855.0,416.24,416238.0,fenegosida_api,FEN-API-2026-09-10,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-11,Friday,gold,Fine Gold (9999),258060.0,301000.0,25805.9,25805898.49,fenegosida_api,FEN-API-2026-09-11,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-11,Friday,silver,Silver,3944.0,4600.0,394.38,394375.86,fenegosida_api,FEN-API-2026-09-11,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-13,Sunday,gold,Fine Gold (9999),259090.0,302200.0,25908.78,25908779.15,fenegosida_api,FEN-API-2026-09-13,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-13,Sunday,silver,Silver,3995.5,4660.0,399.52,399519.89,fenegosida_api,FEN-API-2026-09-13,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-14,Monday,gold,Fine Gold (9999),258060.0,301000.0,25805.9,25805898.49,fenegosida_api,FEN-API-2026-09-14,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-14,Monday,silver,Silver,3961.0,4620.0,396.09,396090.53,fenegosida_api,FEN-API-2026-09-14,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-15,Tuesday,gold,Fine Gold (9999),257290.0,300100.0,25728.74,25728738.0,fenegosida_api,FEN-API-2026-09-15,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-15,Tuesday,silver,Silver,3944.0,4600.0,394.38,394375.86,fenegosida_api,FEN-API-2026-09-15,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-16,Wednesday,gold,Fine Gold (9999),258745.0,301800.0,25874.49,25874485.6,fenegosida_api,FEN-API-2026-09-16,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
,2026-09-16,Wednesday,silver,Silver,4016.5,4685.0,401.66,401663.24,fenegosida_api,FEN-API-2026-09-16,https://api.fenegosida.org/api/website/v1/Dashboard/monthwisehistory?date=2026-09,verified
